S. No.,Category Name,URL if available,Description(Minimum 80 words),location,contact(Multiple If available),Reviews,Rating,Images
,,,,,,,,
65,Dew Dale Resort,,"Dew Dale Resorts is a Pioneer property and also a responsible tourism initiative in the Middle Andaman and has been 
developed with the concept of promoting Rural Tourism in the A & N Islands, combining the same with ecotourism. The Resort is
 situated on the 400 kms long main highway of the Islands, at a distance of about 105 Kms from Port Blair town in Sundergarh 
village at Baratang Island. The location of the Resort is surrounded by thick green forests and is totally isolated from the usual 
hustle & bustle of city life.","1291216, 9291831, Great Andaman Trunk Rd, Andaman and Nicobar Islands 744210",03192 243 677,"1. Resort is located in a rural setting. Here, one can enjoy the sounds of nature, peace & 
quiet. The Resort is well-maintained, clean. Staff employed are locals. Food is simple and 
tasty. All in all a nice place to stay with family. ",4,
,,,,,,"2. This Resort is located in a rural setting. Here, one can enjoy the sounds of nature, peace
 & quiet. The Resort is well-maintained, clean. Staff employed are locals. Food is simple 
and tasty. All in all a nice place to stay with family. ",,
,,,,,,"3. if you plan to stay overnight on barathang island, you have no other choice anyway.. be 
prepared for a youth hostel appearance, constant power cuts, extremely slow service, limited
 food options, no alcohol whatsoever, practically no soft drinks (and you can't go elsewhere...);
 but also a very nice staff, clean rooms, reliable A/C - provided electricity works etc.",,
,,,,,,"4. Dew Dale is the best place to stay in Baratang, which is worth a visit if you are already on
 the Andaman Islands. This small hotel has clean air-conditioned rooms with comfortable 
double beds. ",,
,,,,,,"5. we really had a very special time on baratang and in DEW DALE RESORT. it is a lovely
 located resort for nature lovers, perfect to start trips to untouched rainforest, mangrove 
creeks and amazing empty beaches. the staff and the guides from the resort were fantastic
 and very nice company on the trips around baratang. really unique ",,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
66,Symphony Palms Havelock,,"Holidays in Andamans are not just for spending time, they mean true relaxation and an ecstatic trip to nature as you find crystal 
clear water, hemmed by sun-kissed beaches and all the amenities required to refresh your mind, body and soul. We, at
Symphony Palms, welcome you to the Andamans and promise to make your stay memorable. Symphony Palms – A beach resort 
in Havelock is the best place in terms of beach view, transportation, luxury, food and hospitality. We understand that our guests
 would like to enjoy and relax in the lap of nature and so we offer them exclusive cottages and beach view with excellent cuisines to
 pamper them during their stay.","3, Govind Nagar Beach, Havelock Island, Andaman and Nicobar Islands 744211",096095 07000,"1. Excellent hospitality, nice resort to stay, helpful front desk, but Wi-Fi very poor, pls see in to
 it, good over all can improve in buffet quality, no live counters, juices were same all days, 
Jain food was great, beyond our expectations ",4,
,,,,,,"2. Good for couples and family but go in the season only problem is it is in outskirts of the 
city almost one hour goes for one way but resort boys and the way they receive is very good. 
We can go for it. ",,
,,,,,,"3. Everything is good about this resort. Great ambience and everything perfect. A special 
mention about the resort staff, who are always there to help you out. Places to visit are also
 nearby the resort. ",,
,,,,,,"4. I checked in to Symphony Palm after my uncomfortable stay at Blue Bird Resort. The 
Resort was very good. the Beach as Symphony Palm was very clean, we spent best time here.
 The service and Cottages is very fantastic. ",,
,,,,,,"5.Our's was a Casa cottage however it was very nice, conferrable and clean rooms. 
Good room service. quality was food was okey (was too spicy) however 2 mins walk to the 
nearest beach and it was awesome. ",,
,,,,,,,,
67,The St. Regis Mumbai,,"Located in the heart of India’s Maximum City, The St. Regis Mumbai, the country’s tallest hotel tower, is a timeless address in 
the city’s premier entertainment and commercial district of Lower Parel. The hotel offers 395 well-appointed guest rooms 
including 27 suites and 39 Residential Suites, each of which afford stunning views of the city or the Arabian sea. All resident 
guests enjoy the uncompromising service of the St. Regis Butler, a first in the country. Guests can delight in world-class local
 and international cuisines including Indian, Japanese, Pan Asian and European in the Hotel’s 4 speciality restaurants and the 
highest bar and nightclub in the country. Offering convenient access to the commercial districts of Parel and Worli, The St. Regis
 Mumbai is the new social epicentre for conducting business in the financial capital of India.","462, Senapati Bapat Marg, Lower Parel, Mumbai, Maharashtra 400013",022 6162 8000,"1. I once again had a wonderful stay at this lovely hotel. Great choices for breakfast and very
 very helpful staff. A little mishap with the final bill but was resolved. A great place to stay 
while in Mumbai ",4,
,,,,,,"2. Travelling for work and this was a preferred hotel. Stayed for a week. Amazing service, 
staff and amenities. Loved the room with its view over the race track. Awesome breakfast. A 
delightful surprise to have coffee delivered each morning. The care and attention of the staff is 
evident everywhere.",,
,,,"
",,,"3. Asilo the roof top Restarant has really spruced up. Love the new look and the live band 
was just superb. The sax guy is awesome . We went as a group and the visitors from
 overseas just loved the place. Even though it is open air the place is nice and cool ",,
,,,,,,"4. Plush, luxurious, I had a personal concierge with my room. Fantastic very large room, 
large, 5* interior, room facilities and room service. Multiple stunning restaurants, ridiculous 
buffet breakfast, roof and pool bars. Highly recommended and everything you would expect 
and more from a class St. Regis hotel. Can't say enough good things about it... ",,
,,,,,,"5. I feel like I was in London Buckingham palace amazing luxury collection hotel excellent
 service high standard Room amenities cleanness very helpful staff like Miss Kanu and 
Miss sukriti from front office make my stay memorable. ",,
,,,,,,,,
68,Park Hyatt ,,"Park Hyatt Goa is one of the best 5-star luxury beach resorts in Goa. Nestled along the pristine Arossim Beach, just 15 minutes 
from Dabolim Airport, you can choose from scenic views of the Pool , Lagoons, Gardens or the Arabian Sea when you book your 
stay with us. Set within 45 acres of landscaped gardens with glimmering waterways and lagoons, the five star beach resort 
combines elegance with distinctive regional character. With its dramatic architecture, this beach resort in South Goa was
 conceptualised as a charming Indo-Portuguese village housing 250 pousada-style guestrooms and suites, each offering a 
spa-inspired bathing experience and scenic views of the pool / lagoon/ gardens or the sea","Arossim Beach Road, Cansaulim, Goa 403712",0832 272 1234,"1. Very nice property..serene ambience ...cordial staff.... Located in midst of greenery and 
away from the city hustle bustle : ideal for holiday getaway if visiting goa. Food was good 
@cake mixing event hosted by them and a fun place for kids , the pools look inviting too!",4,
,,,,,,"2. Great property with excellent service and they have the best couple spa .. beach view villa 
is great .i love all the resturants especially the Goan Nice massive pool will slides and 
definaetly Highly all stars :) ",,
